Position	Strand	DS_Coverage_WT1	DS_Coverage_WT2	DS_Coverage_WT3	mC_Coverage_WT1	mC_Coverage_WT2	mC_Coverage_WT3	Mg_Coverage_WT1	Mg_Coverage_WT2	Mg_Coverage_WT3	Tm_Coverage_WT1	Tm_Coverage_WT2	Tm_Coverage_WT3	DS_MethylPercent_WT1	DS_MethylPercent_WT2	DS_MethylPercent_WT3	mC_MethylPercent_WT1	mC_MethylPercent_WT2	mC_MethylPercent_WT3	Mg_MethylPercent_WT1	Mg_MethylPercent_WT2	Mg_MethylPercent_WT3	Tm_MethylPercent_WT1	Tm_MethylPercent_WT2	Tm_MethylPercent_WT3
3925995	Minus	56	58	69	38	48	60	50	52	65	56	58	69	0.929	0.966	1	0.789473684	0.8125	0.816666667	0.82	0.9038	0.9846	1	0.9333	0.9565
3926002	Plus	56	73	84	31	46	61	51	75	78	56	73	84	0.964	0.945	0.988	0.935483871	0.782608696	0.918032787	0.9608	0.96	0.9231	0.9286	0.9744	0.9792
3926003	Minus	56	58	69	42	50	56	52	54	65	56	58	69	0.929	0.879	0.971	0.69047619	0.7	0.732142857	0.9231	0.9259	0.9385	1	1	0.9767
3926035	Plus	58	76	84	35	63	58	52	74	77	58	76	84	0.862	0.882	0.679	0.8	0.793650794	0.74137931	0.9423	0.9595	0.961	0.9706	1	0.9737
3926036	Minus	56	58	70	41	50	62	51	55	64	56	58	70	0.857	0.845	0.914	0.829268293	0.7	0.774193548	0.9412	0.9636	0.9844	1	0.9444	0.9434
3926057	Plus	59	76	83	42	62	64	52	73	74	59	76	83	0.864	0.789	0.771	0.785714286	0.64516129	0.8125	0.9808	0.9589	0.9595	0.8636	0.9565	0.9
3926058	Minus	57	58	70	48	45	61	54	54	65	57	58	70	0.789	0.948	0.929	0.916666667	0.888888889	0.868852459	0.8889	0.963	0.9692	0.9583	1	1
3926075	Plus	59	76	82	44	56	64	51	73	73	59	76	82	0.797	0.776	0.732	0.840909091	0.821428571	0.859375	1	0.9726	0.9589	1	1	1
3926076	Minus	60	58	70	42	44	53	51	55	64	60	58	70	0.983	0.948	1	0.5	0.681818182	0.641509434	0.9412	0.9091	1	1	0.9524	1
3926088	Plus	59	76	83	48	62	65	53	71	70	59	76	83	0.814	0.75	0.723	0.666666667	0.774193548	0.553846154	0.9623	0.9577	0.9286	0.8333	0.9474	1
3926089	Minus	60	58	70	45	46	61	51	56	67	60	58	70	0.833	0.81	0.871	0.955555556	0.891304348	0.93442623	0.9608	0.9464	0.9851	1	1	1
3926219	Plus	58	75	77	41	60	52	51	73	69	58	75	77	0.931	0.84	0.896	0.951219512	0.9	0.942307692	0.9216	0.9589	0.9565	1	0.9796	1
3926220	Minus	65	59	69	36	34	44	56	54	66	65	59	69	0.831	0.797	0.768	0.944444444	0.882352941	0.795454545	0.9286	0.9259	0.9091	1	1	0.9744
3926310	Plus	57	78	75	46	61	59	50	67	65	57	78	75	0.561	0.449	0.413	0.956521739	0.93442623	0.830508475	0.96	0.9254	0.9538	1	0.98	0.9722
3926311	Minus	67	59	68	50	50	59	58	56	63	67	59	68	0.537	0.576	0.662	0.82	0.6	0.813559322	0.8966	0.9464	0.9524	0.8636	0.8235	0.92
3926508	Plus	55	82	73	42	64	50	51	73	65	55	82	73	0.764	0.878	0.836	0.904761905	0.84375	0.96	0.9216	0.9315	0.9385	0.9706	0.9444	0.9545
3926509	Minus	68	58	68	56	49	58	51	44	53	68	58	68	0.838	0.81	0.926	0.821428571	0.93877551	0.913793103	0.8431	0.8864	0.8868	1	1	0.975
3926544	Plus	55	82	73	40	62	56	49	74	67	55	82	73	0.964	0.951	0.959	0.85	0.887096774	0.910714286	0.9592	0.973	0.9701	1	1	1
3926545	Minus	68	59	68	51	49	54	63	55	62	68	59	68	0.941	0.932	0.971	0.803921569	0.693877551	0.759259259	1	0.9636	1	1	1	1
3926567	Plus	54	82	74	39	64	53	52	77	70	54	82	74	0.981	0.988	0.946	0.948717949	0.953125	0.924528302	1	0.974	0.9857	1	0.9706	1
3926568	Minus	67	59	68	52	51	54	60	55	58	67	59	68	0.985	0.932	0.941	0.692307692	0.764705882	0.666666667	0.9167	0.9091	0.9655	0.9706	1	1
3926585	Plus	55	83	76	38	64	57	50	75	70	55	83	76	0.836	0.711	0.75	0.789473684	0.609375	0.631578947	0.96	0.9333	0.9286	0.9583	0.9583	0.9583
3926586	Minus	66	59	70	52	48	56	63	52	61	66	59	70	0.727	0.61	0.614	0.576923077	0.520833333	0.535714286	0.9206	0.9615	1	1	1	0.9615
3926624	Plus	56	81	75	41	63	57	49	76	69	56	81	75	0.982	0.889	0.88	0.707317073	0.666666667	0.754385965	0.9388	0.9342	0.9565	0.7692	0.8696	0.8
3926625	Minus	65	58	69	54	48	60	62	54	60	65	58	69	0.523	0.534	0.493	0.907407407	0.833333333	0.783333333	0.9677	0.9074	0.9833	1	0.9688	1
3926657	Plus	55	79	75	38	67	51	46	78	66	55	79	75	0.945	0.987	0.987	0.894736842	0.955223881	0.921568627	0.9348	0.9615	0.9242	1	0.9189	0.9032
3926658	Minus	65	58	69	42	37	53	63	57	65	65	58	69	0.954	0.948	0.971	0.952380952	0.918918919	0.867924528	0.9365	0.8596	1	0.9655	1	1
3926852	Plus	58	76	79	33	54	64	50	74	73	58	76	79	0.914	0.829	0.911	0.818181818	0.777777778	0.640625	0.98	0.973	0.9315	1	0.9722	0.9722
3926853	Minus	64	56	71	54	51	59	63	56	69	64	56	71	0.969	0.911	0.986	0.962962963	0.901960784	0.949152542	1	1	0.9855	0.9722	0.9615	1
3926987	Plus	57	80	82	43	58	60	53	66	72	57	80	82	0.93	0.9	0.939	0.813953488	0.706896552	0.783333333	0.9623	0.9545	0.9583	1	1	1
3926988	Minus	66	57	74	52	42	60	62	55	67	66	57	74	0.864	0.912	0.878	0.788461538	0.785714286	0.733333333	0.8387	0.8364	0.8507	1	0.9412	0.9375
3927242	Plus	59	76	82	46	58	60	52	77	73	59	76	82	0.678	0.789	0.683	0.782608696	0.913793103	0.833333333	1	0.974	0.9452	1	1	0.96
3927243	Minus	65	56	81	46	39	64	57	53	73	65	56	81	0.985	0.964	0.975	0.652173913	0.769230769	0.75	0.9474	0.9434	0.8219	1	1	1
3927572	Plus	63	77	81	44	53	56	60	72	78	63	77	81	0.841	0.805	0.938	0.863636364	0.962264151	0.857142857	0.9167	0.9722	0.9615	0.9744	1	0.9767
3927573	Minus	68	59	77	50	45	61	60	51	71	68	59	77	0.426	0.322	0.429	0.86	0.844444444	0.852459016	0.9833	0.902	0.9437	1	0.9722	1
3927642	Plus	62	77	82	45	61	59	59	75	74	62	77	82	0.855	0.909	0.89	0.666666667	0.721311475	0.610169492	1	0.96	1	1	1	0.9167
3927643	Minus	67	58	81	59	41	60	65	58	77	67	58	81	1	0.966	1	0.796610169	0.829268293	0.85	0.9692	0.9483	1	1	0.8462	1
3927647	Plus	62	77	82	39	61	64	59	73	78	62	77	82	0.887	0.909	0.878	0.743589744	0.852459016	0.8125	0.8983	0.9726	0.9359	0.96	0.9444	0.925
3927648	Minus	67	58	82	55	45	65	63	57	75	67	58	82	0.687	0.638	0.78	0.636363636	0.688888889	0.784615385	1	0.9474	0.9733	0.9167	0.9	0.9143
3927690	Plus	61	77	81	43	55	62	59	74	78	61	77	81	0.836	0.883	0.802	0.837209302	0.818181818	0.677419355	1	0.9865	0.9872	0.9565	0.9444	0.8889
3927691	Minus	65	60	82	49	50	71	64	55	75	65	60	82	0.908	0.9	0.939	0.714285714	0.84	0.816901408	0.9688	0.9636	0.9867	1	1	0.9787
3927729	Plus	61	76	81	39	57	55	57	73	81	61	76	81	0.902	0.829	0.864	0.948717949	0.98245614	0.981818182	0.9123	0.9863	0.9136	1	0.9836	1
3927730	Minus	65	60	82	46	40	54	61	54	75	65	60	82	0.815	0.783	0.78	0.891304348	0.925	0.925925926	0.9672	0.963	0.96	0.9737	0.9714	0.9815
3927914	Plus	62	76	84	51	60	65	58	74	81	62	76	84	0.952	0.855	0.917	0.941176471	0.833333333	0.892307692	1	0.973	0.9877	1	0.973	0.9811
3927915	Minus	64	61	79	51	49	60	59	55	69	64	61	79	0.859	0.869	0.785	0.607843137	0.693877551	0.633333333	0.9322	0.9455	0.913	0.9286	1	0.8667
3927969	Plus	62	73	84	47	57	62	58	72	75	62	73	84	0.855	0.89	0.833	0.914893617	0.929824561	0.983870968	0.931	0.9861	0.96	1	0.9796	0.9833
3927970	Minus	63	61	78	46	49	64	61	58	70	63	61	78	0.825	0.803	0.859	0.717391304	0.734693878	0.765625	0.9344	0.931	0.9857	0.8125	0.9412	1
3928212	Plus	61	76	87	51	61	68	59	76	82	61	76	87	0.639	0.724	0.632	0.764705882	0.655737705	0.75	1	0.9737	0.9878	1	0.8462	0.9412
3928213	Minus	65	60	78	50	52	64	61	58	76	65	60	78	0.923	0.833	0.91	0.78	0.807692308	0.828125	0.9836	0.9828	0.9474	0.963	1	1
3928422	Plus	59	80	93	46	65	73	57	79	90	59	80	93	0.864	0.875	0.892	0.891304348	0.969230769	0.95890411	0.9825	0.9873	0.9889	0.9722	1	1
3928423	Minus	65	66	76	40	34	51	51	57	69	65	66	76	0.785	0.848	0.868	0.625	0.735294118	0.745098039	0.9216	0.8246	0.8551	1	1	1
3928504	Plus	59	79	93	31	47	57	55	75	84	59	79	93	0.627	0.62	0.591	0.935483871	0.914893617	0.877192982	0.9636	0.9733	0.9643	1	0.9722	0.9318
3928505	Minus	65	66	78	56	58	64	63	64	71	65	66	78	0.969	0.939	0.859	0.928571429	0.913793103	0.890625	1	1	0.9718	1	1	0.9318
3928690	Plus	57	83	91	43	62	68	56	76	81	57	83	91	0.965	0.892	0.923	0.697674419	0.612903226	0.647058824	0.9464	0.9474	0.9383	1	1	1
3928691	Minus	69	67	81	54	50	69	66	64	80	69	67	81	0.971	0.91	0.901	0.851851852	0.8	0.869565217	0.9848	1	1	1	1	1
3929194	Plus	57	81	86	43	71	72	55	75	81	57	81	86	0.965	0.951	0.942	0.744186047	0.802816901	0.805555556	0.9818	0.9867	0.9877	0.9545	0.9355	0.9756
3929195	Minus	70	64	86	53	45	72	61	62	82	70	64	86	0.714	0.75	0.779	0.58490566	0.577777778	0.75	0.9836	1	0.9878	1	1	1
3929245	Plus	59	83	83	43	60	52	54	79	76	59	83	83	0.644	0.566	0.542	0.534883721	0.416666667	0.365384615	0.963	0.9873	0.9737	1	1	1
3929246	Minus	67	62	83	45	44	55	55	60	81	67	62	83	0.836	0.903	0.94	0.688888889	0.795454545	0.854545455	0.9273	0.9667	0.8889	0.9688	0.9655	1
3929320	Plus	60	83	82	49	78	69	50	70	74	60	83	82	0.183	0.217	0.171	0.836734694	0.730769231	0.739130435	0.94	0.9571	0.9324	0.9744	0.9818	1
3929321	Minus	66	62	84	50	46	71	61	58	80	66	62	84	0.894	0.935	0.964	0.96	0.956521739	1	0.9508	0.9828	0.975	1	0.9744	1
3929536	Plus	61	83	83	45	61	60	58	75	76	61	83	83	0.787	0.711	0.614	0.777777778	0.786885246	0.683333333	0.9828	0.9733	0.9737	0.9615	1	1
3929537	Minus	65	59	89	44	41	64	62	53	84	65	59	89	0.892	0.881	0.888	0.772727273	0.780487805	0.8125	0.9677	1	0.9643	1	1	1
3929548	Plus	61	82	83	46	58	58	57	74	73	61	82	83	0.967	0.976	0.976	0.891304348	0.827586207	0.844827586	1	0.9189	0.9726	1	0.9756	1
3929549	Minus	65	60	89	54	52	74	62	54	84	65	60	89	0.554	0.55	0.674	0.851851852	0.865384615	0.851351351	0.9839	0.9815	0.9524	1	0.9688	1
3930266	Plus	58	79	77	44	69	57	56	76	69	58	79	77	0.655	0.62	0.753	0.954545455	0.942028986	0.894736842	0.9643	0.9737	0.971	0.9762	1	1
3930267	Minus	60	63	78	39	48	68	55	57	77	60	63	78	0.817	0.81	0.782	0.897435897	0.833333333	0.852941176	0.9091	0.9123	0.9221	0.9722	0.9697	0.9487
3930324	Plus	60	80	78	42	61	48	54	75	71	60	80	78	0.983	0.988	0.91	0.880952381	0.901639344	0.8125	0.963	0.9733	0.9437	0.913	1	0.9714
3930325	Minus	60	64	79	42	38	56	57	59	77	60	64	79	0.85	0.844	0.886	0.785714286	0.815789474	0.857142857	0.9649	0.9661	0.974	1	0.9796	1
3930344	Plus	59	81	79	49	66	57	54	79	71	59	81	79	0.949	0.951	0.937	0.816326531	0.848484848	0.824561404	0.9815	0.9747	0.9718	0.9737	0.9773	1
3930345	Minus	59	64	79	47	53	64	57	59	78	59	64	79	0.831	0.828	0.759	0.787234043	0.641509434	0.546875	0.9825	0.9492	0.9744	1	0.9231	0.9231
3930416	Plus	57	82	78	48	68	60	55	80	70	57	82	78	0.982	0.976	0.974	0.916666667	0.852941176	0.833333333	1	0.975	0.9571	0.9565	0.9643	0.9545
3930417	Minus	58	62	79	43	48	58	54	59	79	58	62	79	0.983	0.935	0.924	1	0.875	0.965517241	1	0.9492	0.9367	1	1	1
3930747	Plus	53	80	77	43	58	51	53	76	73	53	80	77	0.925	0.875	0.909	0.88372093	0.775862069	0.862745098	0.9434	0.9474	0.9863	1	1	0.975
3930748	Minus	62	65	78	52	53	68	59	64	77	62	65	78	0.919	0.862	0.808	0.846153846	0.867924528	0.823529412	1	0.9688	0.9481	0.9714	0.9706	1
3930930	Plus	56	81	75	45	67	64	55	74	70	56	81	75	0.929	0.84	0.907	0.733333333	0.820895522	0.65625	0.9636	0.9459	0.9429	1	0.9545	1
3930931	Minus	63	67	73	45	49	57	61	64	71	63	67	73	1	1	0.986	0.866666667	0.87755102	0.807017544	0.9672	0.9375	0.9718	0.9655	1	1
3931481	Plus	53	80	68	35	64	50	50	77	65	53	80	68	0.547	0.55	0.471	0.742857143	0.71875	0.54	0.98	0.974	0.9846	1	1	1
3931482	Minus	60	64	75	49	53	74	55	59	75	60	64	75	0.817	0.75	0.867	0.897959184	0.962264151	0.905405405	1	0.9322	0.9733	1	0.9722	0.9792
3931562	Plus	55	80	69	46	67	52	50	77	62	55	80	69	0.873	0.925	0.884	0.934782609	0.865671642	0.865384615	1	0.974	0.9677	1	1	1
3931563	Minus	59	62	74	39	40	48	53	55	72	59	62	74	0.966	0.903	0.905	0.897435897	0.9	0.895833333	0.9623	1	0.9583	1	1	1
3931829	Plus	53	82	65	36	54	42	51	79	58	53	82	65	0.849	0.915	0.892	0.75	0.888888889	0.857142857	0.9412	0.9494	0.8966	1	1	1
3931830	Minus	57	57	75	44	49	66	51	51	70	57	57	75	0.877	0.877	0.813	0.863636364	0.795918367	0.772727273	0.9804	1	0.9714	1	0.9412	1
3932174	Plus	58	82	64	47	68	42	50	79	59	58	82	64	0.776	0.829	0.734	0.744680851	0.647058824	0.523809524	1	0.9873	1	1	0.9756	1
3932175	Minus	61	57	76	46	43	64	55	56	75	61	57	76	0.951	0.965	1	0.956521739	0.906976744	0.96875	0.9818	0.9821	1	1	1	0.9831
3932186	Plus	58	82	64	46	67	46	54	79	59	58	82	64	0.931	0.915	0.938	0.586956522	0.611940299	0.695652174	0.9444	0.9873	0.9831	1	1	0.9565
3932187	Minus	61	56	76	49	41	67	56	54	73	61	56	76	0.967	0.893	0.868	0.857142857	0.829268293	0.865671642	1	0.963	1	1	1	0.9643
3932513	Plus	55	87	64	44	68	51	52	82	59	55	87	64	0.527	0.586	0.531	0.590909091	0.617647059	0.62745098	0.9808	0.9756	0.9661	1	1	0.9231
3932514	Minus	59	56	80	46	36	67	57	52	77	59	56	80	0.898	0.875	0.912	0.956521739	0.944444444	0.925373134	0.9649	0.9808	0.974	0.98	0.9787	1
3933044	Plus	53	89	64	42	68	49	53	82	59	53	89	64	0.453	0.404	0.453	0.642857143	0.529411765	0.571428571	1	0.9756	0.9661	0.6	0.7273	0.875
3933045	Minus	60	58	90	50	47	81	60	56	83	60	58	90	0.9	0.897	0.911	0.92	0.808510638	0.888888889	0.95	0.9821	1	1	0.9762	1
3933126	Plus	52	89	64	42	68	49	52	80	58	52	89	64	0.885	0.843	0.812	0.928571429	0.897058824	0.918367347	0.9615	0.95	0.931	1	0.9844	1
3933127	Minus	60	57	89	51	44	76	58	56	85	60	57	89	0.233	0.158	0.124	0.490196078	0.454545455	0.486842105	0.9828	0.9464	0.9765	0.7143	1	0.75
3933262	Plus	52	89	66	32	48	29	50	85	63	52	89	66	0.846	0.865	0.788	0.90625	0.979166667	0.862068966	0.94	0.9647	0.873	1	1	1
3933263	Minus	60	61	86	45	43	70	56	56	84	60	61	86	0.667	0.59	0.581	0.688888889	0.581395349	0.671428571	0.9464	0.9464	0.9762	0.931	0.92	0.9756
3933393	Plus	52	86	67	38	74	46	48	80	62	52	86	67	0.885	0.884	0.836	0.5	0.594594595	0.608695652	0.9792	0.975	0.9032	1	1	0.9565
3933394	Minus	61	64	83	50	44	60	58	56	73	61	64	83	0.541	0.656	0.614	0.92	0.886363636	0.9	0.8793	0.8929	0.8767	1	0.9762	0.963
3933567	Plus	50	87	69	42	66	50	48	82	61	50	87	69	0.48	0.667	0.507	0.928571429	0.984848485	0.9	0.9583	0.9756	0.9672	0.9667	1	0.9767
3933568	Minus	63	62	81	39	38	55	59	54	68	63	62	81	0.714	0.806	0.704	0.641025641	0.710526316	0.763636364	0.8983	0.8519	0.9412	1	1	0.9412
3934048	Plus	47	85	63	35	64	42	43	77	59	47	85	63	0.468	0.447	0.508	0.857142857	0.71875	0.785714286	0.8837	0.961	0.9492	1	0.9756	1
3934049	Minus	61	70	80	44	53	66	59	60	80	61	70	80	0.984	0.886	0.95	0.863636364	0.849056604	0.803030303	1	0.9833	0.9875	1	0.96	0.9375
3934199	Plus	46	85	62	22	51	30	42	82	59	46	85	62	0.913	0.988	0.952	0.909090909	0.882352941	1	0.9286	0.9878	0.9492	1	0.9844	0.9773
3934200	Minus	60	73	81	42	47	65	60	65	73	60	73	81	0.85	0.726	0.815	0.857142857	0.893617021	0.923076923	0.8333	0.8769	0.9726	0.9677	0.9792	0.9804
3934508	Plus	44	88	60	32	67	43	40	84	58	44	88	60	0.75	0.682	0.583	0.96875	0.970149254	0.930232558	0.95	0.9286	0.9655	1	0.9831	1
3934509	Minus	63	70	85	46	49	71	59	69	78	63	70	85	0.921	0.943	0.906	0.673913043	0.693877551	0.774647887	0.9661	0.971	0.9872	1	1	1
3935029	Plus	48	85	63	36	58	41	44	80	58	48	85	63	0.458	0.471	0.619	0.888888889	0.896551724	0.87804878	0.9318	0.95	0.9483	1	1	1
3935030	Minus	66	67	85	52	49	71	65	64	82	66	67	85	0.894	0.925	0.847	0.923076923	0.857142857	0.873239437	1	1	0.9756	1	0.9792	1
3935077	Plus	49	85	63	30	64	46	44	82	60	49	85	63	0.673	0.565	0.635	0.766666667	0.84375	0.782608696	0.9545	0.9634	0.9333	0.9167	0.9524	0.9412
3935078	Minus	66	67	84	51	47	63	59	58	78	66	67	84	0.545	0.731	0.619	0.843137255	0.872340426	0.825396825	0.9153	0.931	0.9359	1	0.9697	0.9189
3935165	Plus	49	84	63	37	50	34	45	79	64	49	84	63	0.959	0.952	0.905	0.918918919	0.92	0.764705882	0.9556	0.9747	0.9219	1	1	1
3935166	Minus	68	67	83	46	49	63	63	59	77	68	67	83	0.853	0.731	0.723	0.826086957	0.714285714	0.80952381	0.8571	0.9322	0.8961	1	0.875	0.9655
3935375	Plus	49	83	67	37	68	48	46	77	60	49	83	67	0.714	0.771	0.582	0.945945946	0.779411765	0.6875	0.9565	1	0.9667	1	0.9667	1
3935376	Minus	69	65	83	50	49	72	63	63	79	69	65	83	0.855	0.831	0.795	0.86	0.857142857	0.833333333	0.9841	1	1	1	1	1
3935486	Plus	50	81	68	37	59	46	45	79	62	50	81	68	0.82	0.802	0.735	0.702702703	0.644067797	0.673913043	1	1	0.9677	1	1	1
3935487	Minus	68	67	80	55	50	65	64	61	78	68	67	80	0.676	0.552	0.625	0.872727273	0.94	0.923076923	0.9688	0.9508	0.9615	0.9796	0.95	0.9844
3935763	Plus	52	81	66	32	58	40	50	75	60	52	81	66	0.769	0.741	0.818	0.6875	0.844827586	0.875	0.98	0.9867	0.9667	1	1	1
3935764	Minus	67	64	80	52	44	63	65	58	76	67	64	80	0.836	0.875	0.863	0.942307692	0.795454545	0.873015873	0.9846	0.9828	0.9868	0.9688	0.9677	0.9643
3935819	Plus	53	81	65	43	68	49	51	78	59	53	81	65	0.792	0.728	0.708	0.906976744	0.823529412	0.836734694	1	0.9872	0.9661	1	1	0.9286
3935820	Minus	68	63	80	53	43	58	65	62	75	68	63	80	0.662	0.619	0.537	0.867924528	0.860465116	0.775862069	0.9692	0.9516	0.9867	1	1	1
3935993	Plus	52	83	64	42	68	49	50	80	54	52	83	64	0.885	0.964	0.922	0.880952381	0.941176471	0.87755102	0.96	0.9875	0.963	0.9714	1	0.9737
3935994	Minus	65	64	79	36	36	50	58	60	72	65	64	79	0.892	0.938	0.924	0.972222222	0.888888889	0.86	0.9655	0.9167	0.9861	1	1	1
3936125	Plus	52	80	63	42	70	48	52	78	62	52	80	63	0.981	0.963	0.921	0.619047619	0.7	0.645833333	0.9808	0.9872	0.9677	1	1	1
3936126	Minus	64	67	79	42	41	54	60	59	71	64	67	79	0.859	0.821	0.759	0.833333333	0.756097561	0.777777778	0.95	0.9661	0.9155	1	0.9767	1
3936197	Plus	53	81	64	46	71	46	51	78	63	53	81	64	0.925	0.926	0.875	0.543478261	0.507042254	0.543478261	1	0.9615	0.9841	1	0.8947	1
3936198	Minus	65	67	79	48	40	58	60	61	78	65	67	79	0.985	0.955	0.962	0.8125	0.9	0.793103448	0.9667	0.9344	0.9872	1	1	0.9688
3936846	Plus	56	83	62	46	64	45	55	75	56	56	83	62	0.946	0.952	0.935	0.739130435	0.609375	0.688888889	0.9636	0.9333	0.9286	1	0.9524	1
3936847	Minus	68	71	79	55	57	65	63	70	74	68	71	79	0.897	0.958	0.899	0.854545455	0.824561404	0.8	0.9683	0.9429	0.973	1	1	0.9697
3937065	Plus	58	84	63	37	50	39	54	75	59	58	84	63	0.724	0.774	0.762	0.864864865	0.92	0.948717949	0.963	0.9733	0.9492	1	0.9836	1
3937066	Minus	68	71	81	52	58	69	60	70	81	68	71	81	0.897	0.944	0.901	0.769230769	0.603448276	0.637681159	1	0.9857	1	0.8333	1	1
3937143	Plus	59	82	64	49	64	49	50	76	61	59	82	64	0.593	0.537	0.703	0.897959184	0.828125	0.795918367	1	0.9605	0.9508	0.9	0.9375	0.9
3937144	Minus	67	72	83	51	55	64	60	65	71	67	72	83	0.925	0.944	0.892	0.941176471	0.909090909	0.90625	1	0.9538	0.9577	1	1	0.9667
3937561	Plus	57	85	70	45	58	51	53	79	67	57	85	70	0.632	0.518	0.6	0.688888889	0.568965517	0.705882353	0.9811	1	0.9254	1	1	0.875
3937562	Minus	65	71	76	52	54	61	62	65	66	65	71	76	0.954	0.958	0.947	0.365384615	0.425925926	0.393442623	0.9839	0.9692	0.9697	1	0.9167	1
3938194	Plus	58	86	72	50	69	56	57	86	69	58	86	72	0.983	0.93	0.931	0.84	0.927536232	0.928571429	0.9825	0.9302	0.971	1	0.9667	1
3938195	Minus	67	68	79	35	32	40	60	62	72	67	68	79	0.657	0.662	0.646	0.857142857	0.875	0.75	0.9333	0.9032	0.9583	1	1	1
3938300	Plus	58	87	70	43	61	54	57	84	67	58	87	70	0.707	0.701	0.686	0.860465116	0.885245902	0.814814815	0.9649	0.9405	0.9552	1	1	1
3938301	Minus	67	67	75	50	47	58	66	63	68	67	67	75	0.94	0.866	0.84	0.86	0.872340426	0.896551724	0.9242	0.9048	0.9265	1	1	0.9615
3938422	Plus	59	90	68	44	72	53	53	82	58	59	90	68	0.898	0.856	0.809	0.363636364	0.319444444	0.339622642	0.9811	0.9268	0.9138	1	0.8571	0.6667
3938423	Minus	67	68	80	53	45	63	67	64	73	67	68	80	0.731	0.691	0.662	0.754716981	0.6	0.682539683	1	0.9688	0.9726	1	0.9688	1
3938690	Plus	62	91	66	37	59	51	58	85	62	62	91	66	0.871	0.824	0.803	0.756756757	0.762711864	0.882352941	0.9655	0.9529	0.9677	0.9688	1	1
3938691	Minus	65	69	79	48	48	63	57	65	72	65	69	79	0.769	0.609	0.633	0.958333333	0.9375	0.920634921	0.9825	0.9692	0.9583	1	1	0.9464
3938743	Plus	62	90	68	42	60	50	62	85	64	62	90	68	0.952	0.967	0.985	0.833333333	0.833333333	0.88	0.9839	1	0.9688	1	1	1
3938744	Minus	64	69	79	48	57	57	62	69	73	64	69	79	1	1	0.949	1	0.912280702	0.877192982	0.9677	0.9855	0.9178	1	1	0.963
3939237	Plus	64	86	67	43	56	51	62	77	64	64	86	67	0.859	0.756	0.851	0.511627907	0.625	0.62745098	0.9839	0.9351	0.9844	1	0.9545	1
3939238	Minus	62	71	78	48	58	66	60	67	70	62	71	78	0.581	0.831	0.705	0.6875	0.655172414	0.787878788	0.9667	0.9701	0.9714	1	1	1
3939467	Plus	62	83	67	48	69	58	59	80	63	62	83	67	0.645	0.602	0.582	1	0.913043478	0.913793103	0.9661	0.975	0.9524	1	0.9783	1
3939468	Minus	63	67	79	34	43	43	61	63	71	63	67	79	0.921	0.866	0.886	0.911764706	0.790697674	0.790697674	0.9508	0.9365	0.8732	1	1	1
3939540	Plus	64	82	67	53	64	52	59	78	60	64	82	67	0.922	0.854	0.806	0.943396226	0.953125	0.903846154	0.9661	0.9744	0.9667	0.98	1	1
3939541	Minus	63	69	78	39	41	50	59	63	71	63	69	78	0.762	0.826	0.718	0.615384615	0.634146341	0.68	0.9831	0.9683	0.9718	1	1	1
3939588	Plus	66	83	67	50	56	43	59	79	63	66	83	67	0.909	0.952	0.91	0.92	0.946428571	0.906976744	0.9831	0.9747	0.9524	1	1	0.9762
3939589	Minus	62	68	76	47	41	55	59	61	70	62	68	76	0.548	0.559	0.605	0.70212766	0.804878049	0.727272727	0.9831	0.9016	1	1	1	1
3939612	Plus	65	83	66	51	62	52	59	76	57	65	83	66	0.754	0.711	0.788	0.823529412	0.725806452	0.75	1	0.9211	0.9649	1	1	0.9697
3939613	Minus	63	67	75	48	51	61	59	64	69	63	67	75	0.81	0.761	0.88	0.875	0.941176471	0.950819672	1	0.9844	0.9855	0.9767	1	0.9831
3939816	Plus	64	78	67	54	63	49	64	78	61	64	78	67	0.984	0.974	0.985	0.814814815	0.857142857	0.897959184	0.9844	0.8974	0.9836	1	1	1
3939817	Minus	59	71	74	44	54	58	53	61	68	59	71	74	0.898	0.93	0.878	0.795454545	0.740740741	0.74137931	0.9623	0.8689	0.9412	1	1	1
3940400	Plus	63	78	63	47	53	39	62	77	59	63	78	63	0.984	1	0.937	0.957446809	0.924528302	0.948717949	1	0.974	0.9831	0.9778	1	1
3940401	Minus	72	70	64	47	47	37	70	66	60	72	70	64	0.722	0.757	0.797	0.765957447	0.85106383	0.756756757	0.9	0.9242	0.95	1	0.9773	1
3940569	Plus	66	81	60	48	63	45	61	77	59	66	81	60	0.833	0.889	0.833	0.8125	0.793650794	0.733333333	0.9672	1	0.9831	0.9783	0.9833	0.9722
3940570	Minus	74	69	66	62	51	50	69	60	63	74	69	66	0.946	0.942	0.939	0.758064516	0.803921569	0.74	0.9855	0.9667	0.9683	0.9333	0.8333	0.8571
3940728	Plus	64	81	64	46	61	49	63	77	61	64	81	64	0.891	0.815	0.781	0.97826087	0.901639344	0.918367347	0.9683	0.987	0.9016	0.973	1	1
3940729	Minus	73	69	66	55	51	53	68	63	59	73	69	66	0.918	0.971	0.924	0.727272727	0.68627451	0.698113208	0.9559	0.9841	0.9661	0.9091	0.8667	0.7143
3940867	Plus	63	84	65	45	62	44	59	77	62	63	84	65	0.984	0.952	0.938	0.8	0.85483871	0.931818182	0.9661	0.961	0.9677	1	0.9828	0.9773
